Campaign ID,Campaign Name,Campaign Status,Campaign Objective,Buying Type,Campaign Start Time,New Objective,Buy With Prime Type,Is Budget Scheduling Enabled For Campaign,Buy With Integration Partner,Ad Set ID,Ad Set Run Status,Ad Set Name,Ad Set Time Start,Ad Set Daily Budget,Destination Type,Use Dynamic Creative,Use Accelerated Delivery,Is Budget Scheduling Enabled For Ad Set,Link Object ID,Optimized Conversion Tracking Pixels,Optimized Event,Link,Product Set ID,Countries,Age Min,Age Max,Locales,Targeting Optimization,Targeting Relaxation,Publisher Platforms,Facebook Positions,Instagram Positions,Audience Network Positions,Device Platforms,Optimization Goal,Attribution Spec,Billing Event,Ad Set Bid Strategy,Ad ID,Ad Status,Preview Link,Ad Name,Title,Body,Conversion Tracking Pixels,Optimized Ad Creative,Creative Type,URL Tags,Instagram Account ID,Call to Action,Additional Custom Tracking Specs,Video Retargeting,Permalink,Format Option,Add End Card,Use Page as Actor
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849229939720177,PAUSED,Auto - TOF - US + UK  #Painting,10/18/2021 3:11:09 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849229939730177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849229939730177&h=AQCzkh7cRZv8-0yu5Jc,Collection C2,3D paintings on glass Collectionð¥°,"Express your closeness and be there even when youâre not there.

ð Exclusive piece of art.
ð A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849184290490177,PAUSED,Auto - TOF - US + UK  #Broad,10/12/2021,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849184339530177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849184339530177&h=AQDJtg7m66vG-TxmIyw,Collection C2,3D paintings on glass Collectionð¥°,"Express your closeness and be there even when youâre not there.

ð Exclusive piece of art.
ð A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No
cg:23849036570460177,BP - BOF - Catalog,PAUSED,Catalog Sales,AUCTION,09/23/2021 6:54:33 am,No,NONE,No,NONE,c:23849036570990177,ACTIVE,Auto - WV 14D,09/23/2021 6:54:34 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/988161765092649,p:1408539919529180,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,a:23849036613130177,ACTIVE,https://www.facebook.com/?feed_demo_ad=23849036613130177&h=AQD7cbe-XUtYzd4qMQg,Collection C2,Check out 3D paintings on glass,"3D paintings on glass, delightful sense of movement.

We are dedicated to creating artwork that makes you feel that life is better for having experienced it.

From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid033dtZ5aJNkgyRTpzUD1NgFZygL8rPc9GECWBHXDpyVNvcT7XyrfuPWERaLJTxZQU2l/,,,No
cg:23849036570460177,BP - BOF - Catalog,PAUSED,Catalog Sales,AUCTION,09/23/2021 6:54:33 am,No,NONE,No,NONE,c:23849036719540177,ACTIVE,Auto - ATC 14 - 60D,09/23/2021 6:54:33 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/988161765092649,p:1408539919529180,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,a:23849036719550177,ACTIVE,https://www.facebook.com/?feed_demo_ad=23849036719550177&h=AQBw_V727XqIF-5eRzI,Collection C2,Check out 3D paintings on glass,"3D paintings on glass, delightful sense of movement.

We are dedicated to creating artwork that makes you feel that life is better for having experienced it.

From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0kZMYWbkfsXrPN5WHhFQDBMmDJQqah5StzW7e7dTMkyQmaygFi8rmgJwHoWpsUUU8l/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849282636990177,ACTIVE,Auto - TOF - US + UK,10/26/2021 8:33:27 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849282636950177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849282636950177&h=AQBDuRq3e7uMXHhxbHk,Collection C2 - 17.10,3D paintings on glass Collectionð¥°,"Express your closeness and be there even when youâre not there.

ð Exclusive piece of art.
ð A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849229939720177,PAUSED,Auto - TOF - US + UK  #Painting,10/18/2021 3:11:09 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849229939760177,ACTIVE,https://www.facebook.com/?feed_demo_ad=23849229939760177&h=AQB-CRZML4MxmfSifdE,Collection C2 - 17.10,3D paintings on glass Collectionð¥°,"Express your closeness and be there even when youâre not there.

ð Exclusive piece of art.
ð A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849184290490177,PAUSED,Auto - TOF - US + UK  #Broad,10/12/2021,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849224735540177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849224735540177&h=AQATC7IaiZGe-urA5ag,Collection C2 - 17.10,3D paintings on glass Collectionð¥°,"Express your closeness and be there even when youâre not there.

ð Exclusive piece of art.
ð A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849282636990177,ACTIVE,Auto - TOF - US + UK,10/26/2021 8:33:27 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849282636960177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849282636960177&h=AQBMXvvzvzIO2ib3rjg,Collection C3,3D paintings on glass Collectionð¥°,"A visual reminder of a beautiful memory.

â­â­â­â­â­ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849229939720177,PAUSED,Auto - TOF - US + UK  #Painting,10/18/2021 3:11:09 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849229939750177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849229939750177&h=AQAJGkeGkxIy5n6fspI,Collection C3,3D paintings on glass Collectionð¥°,"A visual reminder of a beautiful memory.

â­â­â­â­â­ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,10/12/2021 08:00:44,No,NONE,No,NONE,c:23849184290490177,PAUSED,Auto - TOF - US + UK  #Broad,10/12/2021,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",25,65,,none,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,a:23849184336530177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849184336530177&h=AQBFHX9j3KcVQbre-hg,Collection C3,3D paintings on glass Collectionð¥°,"A visual reminder of a beautiful memory.

â­â­â­â­â­ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",tp:183235503589705,No,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},x:922366607856109,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,06/09/2021 15:52:15,No,NONE,No,NONE,c:23848326152470177,PAUSED,Broad Audience - Women,06/23/2021 8:31:30 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",45,65,"English (UK), English (US)",,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848326153180177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326153180177&h=AQDrs4NLlU3pW-Q2Xqo,Collection Page Ads - Broad Audience video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02mcwxwgXQ3R2DhbRF8Q9RpMhb4bbCh5eZKUUBGRhGNdzJfpMmqYKhAgj3w1wrZZDJl/?dco_ad_id=23848326153180177,,,No
cg:23848236412050177,Facebook Women RE_MARKETING VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,06/09/2021 15:51:59,No,NONE,No,NONE,c:23848326154950177,PAUSED,Cold Visitors - All,06/23/2021 8:32:16 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",45,65,"English (UK), English (US)",,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848326155490177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326155490177&h=AQC5lXsAZ0AaU4EyzxA,Collection Page Ads - Cold Visitors video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0nMm2UMHDPruQdZDGahV9HSPcrbLTeCxRHsvzfVtFCsi2cGtzrN92KYWmqvkG5JKMl/?dco_ad_id=23848326155490177,,,No
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,06/09/2021 15:52:15,No,NONE,No,NONE,c:23848326155770177,PAUSED,Interests - All,06/23/2021 8:32:33 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",45,65,"English (UK), English (US)",,"custom_audience: Off, lookalike: Off","facebook, instagram","feed, right_hand_column, marketplace, story","stream, story, explore",,"mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848326156420177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326156420177&h=AQCfxz_HZZAsgmkyyOE,Collection Page Ads - Interests video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02BK96F5Fh9dphMJZTnJVTvSfufnnZyzdgNSsmPHwvXDm4YxsY2RvYfGUepCzXPhhnl/?dco_ad_id=23848326156420177,,,No
cg:23848236412050177,Facebook Women RE_MARKETING VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,06/09/2021 15:51:59,No,NONE,No,NONE,c:23848326154260177,PAUSED,Recent Visitors - All,06/23/2021 8:32:01 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",45,65,"English (UK), English (US)",,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848326154690177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326154690177&h=AQCQJi78g97MnGVDMEk,Collection Page Ads - Recent Visitors video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid03r1mWWsgfWoupmDUjECL5QHLWyEtPJiNeLNiqrMqEwpPL1MT4BVAno1HSS1S8f7Wl/?dco_ad_id=23848326154690177,,,No
cg:23849126977870177,BP - TOF - CBO - Past Winners - CBO - 5.10,PAUSED,Conversions,AUCTION,10/05/2021 04:12:23,No,NONE,No,NONE,c:23849126978050177,PAUSED,Top Customers Combo - Women - Copy,10/05/2021,,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",45,65,"English (UK), English (US)",expansion_all,,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,a:23849126978070177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849126978070177&h=AQA3sCF6m51F5D1hCG8,Collection Page Ads - Top Customers Combo video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0ghFpRxgEhTzVup3x6uuLRmkG5DDwF5xJF4ZaazsPL4tXfBZDMNHjz9TaHJRLHxb5l/?dco_ad_id=23849126978070177,,,No
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,06/09/2021 15:52:15,No,NONE,No,NONE,c:23848236416610177,PAUSED,Top Customers Combo - Women,06/09/2021,10.0,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",45,65,"English (UK), English (US)",,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848320242600177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848320242600177&h=AQACiZa6cPGyWAD8Vjs,Collection Page Ads - Top Customers Combo video,3D painting on glass,"Check out 3D paintings on glass - a world of beauty, depth and wonder.
â¤
From our family studio to your home.
Shop Now>>",tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0ghFpRxgEhTzVup3x6uuLRmkG5DDwF5xJF4ZaazsPL4tXfBZDMNHjz9TaHJRLHxb5l/?dco_ad_id=23848320242600177,,,No
cg:23848351486270177,"July 4, 2021 RE_MARKETING VALUE_CONVERSIONS",PAUSED,Conversions,AUCTION,06/27/2021 7:12:07 am,No,NONE,No,NONE,c:23848351487320177,PAUSED,Add-To-Cart - All,06/27/2021 7:12:37 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",25,65,,,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848384477100177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848384477100177&h=AQDuMVbfSen3Pnmc6fs,Custom Page Ads - Add-To-Cart video,3D painting on glass from our family studio,Our studio was born out of the American Dream. We're celebrating with 25% OFF. Only until July 4th.,tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0JRQhoNH5B1z9LckN9H4vp5tj1eyugt9hkB5jZ1kYyMr9uryrDz1jmcxaMfR5kFwql/?dco_ad_id=23848384477100177,,,No
cg:23848351489270177,"July 4, 2021 NEW_TRAFFIC VALUE_CONVERSIONS",PAUSED,Conversions,AUCTION,06/27/2021 7:13:07 am,No,NONE,No,NONE,c:23848351489320177,PAUSED,Top Customers Combo - All,06/27/2021 7:13:07 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",25,65,,,"custom_audience: Off, lookalike: Off","facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,Highest volume or value,a:23848400178990177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848400178990177&h=AQBdSYfUXnSyPuLHDeg,Custom Page Ads - Top Customers Combo video,3D painting on glass from our family studio,Our studio was born out of the American Dream. We're celebrating with 25% OFF. Only until July 4th.,tp:183235503589705,No,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},x:922366607856109,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02Y55AHHTBVcJbDvBewXxDZj3WWdwj72asMRHEzEwANEHMtxCGq3VAjCLt6aG8bSwdl/?dco_ad_id=23848400178990177,,,No
