Campaign ID,Campaign Name,Campaign Status,Campaign Objective,Buying Type,Campaign Daily Budget,Campaign Bid Strategy,Campaign Start Time,Product Catalog ID,New Objective,Buy With Prime Type,Is Budget Scheduling Enabled For Campaign,Buy With Integration Partner,Ad Set ID,Ad Set Run Status,Ad Set Name,Ad Set Time Start,Ad Set Daily Budget,Destination Type,Use Dynamic Creative,Use Accelerated Delivery,Is Budget Scheduling Enabled For Ad Set,Link Object ID,Optimized Conversion Tracking Pixels,Optimized Event,Link,Product Set ID,Countries,Gender,Age Min,Age Max,Locales,Custom Audiences,Excluded Custom Audiences,Flexible Inclusions,Advantage Audience,Targeting Optimization,Targeting Relaxation,Excluded Product Audience Specs,Publisher Platforms,Facebook Positions,Instagram Positions,Audience Network Positions,Device Platforms,Optimization Goal,Attribution Spec,Billing Event,Bid Amount,Ad Set Bid Strategy,Ad ID,Ad Status,Preview Link,Instagram Preview Link,Ad Name,Title,Title Placement,Body,Body Placement,Conversion Tracking Pixels,Optimized Ad Creative,Image Hash,Video Thumbnail URL,Creative Type,URL Tags,Event ID,Video ID,Video File Name,Video Customization,Video Placement,Additional Video 1 ID,Additional Video 1 Customization,Additional Video 1 Placement,Instagram Account ID,Mobile App Deep Link,Call to Action,Additional Custom Tracking Specs,Video Retargeting,Permalink,Format Option,Add End Card,Use Page as Actor,Dynamic Creative Call to Action,Asset Feed Optimization Type
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,25,Highest volume or value,10/12/2021 08:00:44,p:3790157587740219,No,NONE,No,NONE,c:23849184290490177,PAUSED,Auto - TOF - US + UK  #Broad,10/12/2021,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",,25,65,,,,,,none,,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,,a:23849224735540177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849224735540177&h=AQATC7IaiZGe-urA5ag,https://www.instagram.com/p/CU7YUUXDlLk/,Collection C2 - 17.10,3D paintings on glass Collection🥰,,"Express your closeness and be there even when you’re not there.

👉 Exclusive piece of art.
👉 A visual reminder of a special time.

Enjoy a free shipping for a limited time >>",,tp:183235503589705,No,756167564994038:c14b2e8f4a4a676a02b78664eabfdbdb,,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},,,,,,,,,x:922366607856109,,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid034hA2qGhwZyVsp8uoxaZe2GQ7FZYDP3ShpoPJfpVJDL1i1QJPDn59fvFe7PfTB2d1l/,,,No,,
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,25,Highest volume or value,10/12/2021 08:00:44,p:3790157587740219,No,NONE,No,NONE,c:23849282636990177,ACTIVE,Auto - TOF - US + UK,10/26/2021 8:33:27 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",,25,65,,,,,,none,,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,,a:23849282636960177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849282636960177&h=AQBMXvvzvzIO2ib3rjg,https://www.instagram.com/p/CU7YVAOjcvM/,Collection C3,3D paintings on glass Collection🥰,,"A visual reminder of a beautiful memory.

⭐⭐⭐⭐⭐ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",,tp:183235503589705,No,756167564994038:c14b2e8f4a4a676a02b78664eabfdbdb,,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},,,,,,,,,x:922366607856109,,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No,,
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,25,Highest volume or value,10/12/2021 08:00:44,p:3790157587740219,No,NONE,No,NONE,c:23849229939720177,PAUSED,Auto - TOF - US + UK  #Painting,10/18/2021 3:11:09 am,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",,25,65,,,,"[{""interests"":[{""id"":""6003142974961"",""name"":""Painting""}]}]",,none,,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,,a:23849229939750177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849229939750177&h=AQAJGkeGkxIy5n6fspI,https://www.instagram.com/p/CU7YVAOjcvM/,Collection C3,3D paintings on glass Collection🥰,,"A visual reminder of a beautiful memory.

⭐⭐⭐⭐⭐ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",,tp:183235503589705,No,756167564994038:c14b2e8f4a4a676a02b78664eabfdbdb,,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},,,,,,,,,x:922366607856109,,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No,,
cg:23849184290380177,BP - TOF - Catalog Collection,PAUSED,Catalog Sales,AUCTION,25,Highest volume or value,10/12/2021 08:00:44,p:3790157587740219,No,NONE,No,NONE,c:23849184290490177,PAUSED,Auto - TOF - US + UK  #Broad,10/12/2021,,UNDEFINED,No,No,No,o:124319427612935,,PURCHASE,https://fb.com/canvas_doc/873433773561055,p:155473929937003,"US, GB",,25,65,,,,,,none,,,,,,,,OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7}]",IMPRESSIONS,,,a:23849184336530177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849184336530177&h=AQBFHX9j3KcVQbre-hg,https://www.instagram.com/p/CU7YVAOjcvM/,Collection C3,3D paintings on glass Collection🥰,,"A visual reminder of a beautiful memory.

⭐⭐⭐⭐⭐ ""I was looking for a unique and special birthday gift for my daughter who turns 39 later this month. I saw this piece and knew immediately that it was meant for her. She is a single parent who works two jobs, both in customer service, and who dearly loves her nearly 13 year old son. What better way to ""remind"" her to take care of herself than a lovely work of art from Jean-Pierre Weill?""

Get this exclusive piece of art, Enjoy a free shipping for a limited time >>",,tp:183235503589705,No,756167564994038:c14b2e8f4a4a676a02b78664eabfdbdb,,Link Page Post Ad,utmsource=facebook{{site_source_name}}&utm_campaign={{campaign.name}}&utm_content={{ad.name}}&utm_placement={{placement}}&utm_adid={{ad.id}}&utm_campaignid={{campaign.id}}&utm_adsetid={{adset.id}}&utm_adsetname={{adset.name}},,,,,,,,,x:922366607856109,,LEARN_MORE,"[{""action.type"":[""offsite_conversion""]}]",No,https://www.facebook.com/124319427612935/posts/pfbid0Q1mEjHqiS54GN4FQkMsprRuFnzZJFcJepJXcSYKph4UEaXRC6hYxKBeeyckCLt6zl/,,,No,,
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,,,06/09/2021 15:52:15,,No,NONE,No,NONE,c:23848326152470177,PAUSED,Broad Audience - Women,06/23/2021 8:31:30 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",Women,45,65,"English (UK), English (US)",,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848326153180177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326153180177&h=AQDrs4NLlU3pW-Q2Xqo,https://www.instagram.com/p/CRE67I2DNUM/,Collection Page Ads - Broad Audience video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/212892802_262050572348560_1315703274877012140_n.jpg?stp=dst-jpg_s160x160&_nc_cat=104&ccb=1-7&_nc_sid=40d385&_nc_ohc=vlh7_xJaz7gQ7kNvgGI4jzi&_nc_ht=scontent.fsdv1-2.fna&_nc_gid=AkKqr-MasLr50FZzhmFSwyC&oh=00_AYArczxep044z11p04YqvW3MRhE0fde10J61R5CoqI50Lw&oe=66FF3FC5,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262050499015234,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02mcwxwgXQ3R2DhbRF8Q9RpMhb4bbCh5eZKUUBGRhGNdzJfpMmqYKhAgj3w1wrZZDJl/?dco_ad_id=23848326153180177,,,No,SHOP_NOW,PLACEMENT
cg:23848236412050177,Facebook Women RE_MARKETING VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,,,06/09/2021 15:51:59,,No,NONE,No,NONE,c:23848326154950177,PAUSED,Cold Visitors - All,06/23/2021 8:32:16 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",,45,65,"English (UK), English (US)",,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848326155490177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326155490177&h=AQC5lXsAZ0AaU4EyzxA,https://www.instagram.com/p/CRE65yYDPTD/,Collection Page Ads - Cold Visitors video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/211566412_262050272348590_8010969184812921473_n.jpg?stp=dst-jpg_s160x160&_nc_cat=102&ccb=1-7&_nc_sid=40d385&_nc_ohc=WsJu6Zo_4B0Q7kNvgGz8RaL&_nc_ht=scontent.fsdv1-2.fna&_nc_gid=AzTAarSkuyJlXv0Tz-aTP6r&oh=00_AYDOr4Q5xkNgHNJX03DuOl4Ko6-IMulnr6Gh4pvP5aJMOg&oe=66FF48E7,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262050185681932,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0nMm2UMHDPruQdZDGahV9HSPcrbLTeCxRHsvzfVtFCsi2cGtzrN92KYWmqvkG5JKMl/?dco_ad_id=23848326155490177,,,No,SHOP_NOW,PLACEMENT
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,,,06/09/2021 15:52:15,,No,NONE,No,NONE,c:23848326155770177,PAUSED,Interests - All,06/23/2021 8:32:33 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",,45,65,"English (UK), English (US)",,,"[{""family_statuses"":[{""id"":""6023005681983"",""name"":""Parents with teenagers (13-17 years)""}],""interests"":[{""id"":""6003019539929"",""name"":""Gift""},{""id"":""6003031649055"",""name"":""Glass art""},{""id"":""6003142974961"",""name"":""Painting""},{""id"":""6003273071999"",""name"":""Unique Gifts""},{""id"":""6003523650770"",""name"":""Color printing""}],""life_events"":[{""id"":""6203620854183"",""name"":""Friends of people with birthdays in a month""}]}]",,,"custom_audience: Off, lookalike: Off",,"facebook, instagram","feed, right_hand_column, marketplace, story","stream, story, explore",,"mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848326156420177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326156420177&h=AQCfxz_HZZAsgmkyyOE,https://www.instagram.com/p/CTcHg3EDtga/,Collection Page Ads - Interests video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/212700242_262049439015340_5946363260518586097_n.jpg?stp=dst-jpg_s160x160&_nc_cat=110&ccb=1-7&_nc_sid=40d385&_nc_ohc=2diAJI7UrcYQ7kNvgFlpRIf&_nc_ht=scontent.fsdv1-2.fna&_nc_gid=AkKqr-MasLr50FZzhmFSwyC&oh=00_AYBmIg-1Os_Ps2PP0a-25BUz4o6lgrOYqOTS9Vsuh64XVw&oe=66FF246E,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262049409015343,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02BK96F5Fh9dphMJZTnJVTvSfufnnZyzdgNSsmPHwvXDm4YxsY2RvYfGUepCzXPhhnl/?dco_ad_id=23848326156420177,,,No,SHOP_NOW,PLACEMENT
cg:23848236412050177,Facebook Women RE_MARKETING VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,,,06/09/2021 15:51:59,,No,NONE,No,NONE,c:23848326154260177,PAUSED,Recent Visitors - All,06/23/2021 8:32:01 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/,,"US, GB",,45,65,"English (UK), English (US)",,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848326154690177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848326154690177&h=AQCQJi78g97MnGVDMEk,https://www.instagram.com/p/CRE64WAj4Ff/,Collection Page Ads - Recent Visitors video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/212742985_262049679015316_3797557177242490563_n.jpg?stp=dst-jpg_s160x160&_nc_cat=109&ccb=1-7&_nc_sid=40d385&_nc_ohc=MdJE07xww3UQ7kNvgHGgSBW&_nc_ht=scontent.fsdv1-2.fna&oh=00_AYB-a4XRRrNko4d3gBIwLOOddvseTofrAuGgVutj5Fum4g&oe=66FF32A9,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262049605681990,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid03r1mWWsgfWoupmDUjECL5QHLWyEtPJiNeLNiqrMqEwpPL1MT4BVAno1HSS1S8f7Wl/?dco_ad_id=23848326154690177,,,No,SHOP_NOW,PLACEMENT
cg:23849126977870177,BP - TOF - CBO - Past Winners - CBO - 5.10,PAUSED,Conversions,AUCTION,15,Highest volume or value,10/05/2021 04:12:23,,No,NONE,No,NONE,c:23849126978050177,PAUSED,Top Customers Combo - Women - Copy,10/05/2021,,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",Women,45,65,"English (UK), English (US)",,,,,expansion_all,,,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,,a:23849126978070177,PAUSED,https://www.facebook.com/?feed_demo_ad=23849126978070177&h=AQA3sCF6m51F5D1hCG8,https://www.instagram.com/p/CUo8sZ7lYsx/,Collection Page Ads - Top Customers Combo video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/211666141_262050922348525_5169230547121946648_n.jpg?stp=dst-jpg_s160x160&_nc_cat=102&ccb=1-7&_nc_sid=40d385&_nc_ohc=1t3_Vu-ktBIQ7kNvgHqgSWY&_nc_ht=scontent.fsdv1-2.fna&oh=00_AYAeQLNy8pB9HsrD4SpZXqvfPENn8ARLisb_AYvqxVF51Q&oe=66FF38C6,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262050852348532,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0ghFpRxgEhTzVup3x6uuLRmkG5DDwF5xJF4ZaazsPL4tXfBZDMNHjz9TaHJRLHxb5l/?dco_ad_id=23849126978070177,,,No,SHOP_NOW,PLACEMENT
cg:23848236416450177,Facebook Women NEW_TRAFFIC VALUE_CONVERSIONS,PAUSED,Conversions,AUCTION,,,06/09/2021 15:52:15,,No,NONE,No,NONE,c:23848236416610177,PAUSED,Top Customers Combo - Women,06/09/2021,10,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",Women,45,65,"English (UK), English (US)",,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848320242600177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848320242600177&h=AQACiZa6cPGyWAD8Vjs,https://www.instagram.com/p/CRE68xDDkpc/,Collection Page Ads - Top Customers Combo video,3D painting on glass,"Default, facebook feed, instagram stream","Check out 3D paintings on glass - a world of beauty, depth and wonder.
❤
From our family studio to your home.
Shop Now>>","Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/211666141_262050922348525_5169230547121946648_n.jpg?stp=dst-jpg_s160x160&_nc_cat=102&ccb=1-7&_nc_sid=40d385&_nc_ohc=1t3_Vu-ktBIQ7kNvgHqgSWY&_nc_ht=scontent.fsdv1-2.fna&oh=00_AYAeQLNy8pB9HsrD4SpZXqvfPENn8ARLisb_AYvqxVF51Q&oe=66FF38C6,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:262050852348532,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0ghFpRxgEhTzVup3x6uuLRmkG5DDwF5xJF4ZaazsPL4tXfBZDMNHjz9TaHJRLHxb5l/?dco_ad_id=23848320242600177,,,No,SHOP_NOW,PLACEMENT
cg:23848351486270177,"July 4, 2021 RE_MARKETING VALUE_CONVERSIONS",PAUSED,Conversions,AUCTION,,,06/27/2021 7:12:07 am,,No,NONE,No,NONE,c:23848351487320177,PAUSED,Add-To-Cart - All,06/27/2021 7:12:37 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",,25,65,,,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848384477100177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848384477100177&h=AQDuMVbfSen3Pnmc6fs,https://www.instagram.com/p/CQ0ZftaDWiF/,Custom Page Ads - Add-To-Cart video,3D painting on glass from our family studio,"Default, facebook feed, instagram stream",Our studio was born out of the American Dream. We're celebrating with 25% OFF. Only until July 4th.,"Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/208400234_238749654473282_3641788254744333421_n.jpg?stp=dst-jpg_p168x128&_nc_cat=101&ccb=1-7&_nc_sid=40d385&_nc_ohc=i8V37ECvAicQ7kNvgHYfLSm&_nc_ht=scontent.fsdv1-2.fna&oh=00_AYCfKcDVAw8xdqPizQjSDV-27Gu1-oq4kkHmfCFoL6mWfA&oe=66FF4BC8,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:238749611139953,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid0JRQhoNH5B1z9LckN9H4vp5tj1eyugt9hkB5jZ1kYyMr9uryrDz1jmcxaMfR5kFwql/?dco_ad_id=23848384477100177,,,No,SHOP_NOW,PLACEMENT
cg:23848351489270177,"July 4, 2021 NEW_TRAFFIC VALUE_CONVERSIONS",PAUSED,Conversions,AUCTION,,,06/27/2021 7:13:07 am,,No,NONE,No,NONE,c:23848351489320177,PAUSED,Top Customers Combo - All,06/27/2021 7:13:07 am,1.1,UNDEFINED,No,No,No,o:124319427612935,tp:183235503589705,PURCHASE,https://www.jeanpierreweill.com/collections/minicollection,,"US, GB",,25,65,,,,,,,"custom_audience: Off, lookalike: Off",,"facebook, instagram, audience_network","feed, right_hand_column, marketplace, story","stream, story, explore","classic, rewarded_video","mobile, desktop",OFFSITE_CONVERSIONS,"[{""event_type"":""CLICK_THROUGH"",""window_days"":7},{""event_type"":""VIEW_THROUGH"",""window_days"":1}]",IMPRESSIONS,,Highest volume or value,a:23848400178990177,PAUSED,https://www.facebook.com/?feed_demo_ad=23848400178990177&h=AQBdSYfUXnSyPuLHDeg,https://www.instagram.com/p/CQ6zJTOjLBM/,Custom Page Ads - Top Customers Combo video,3D painting on glass from our family studio,"Default, facebook feed, instagram stream",Our studio was born out of the American Dream. We're celebrating with 25% OFF. Only until July 4th.,"Default, facebook feed, instagram stream",tp:183235503589705,No,,https://scontent.fsdv1-2.fna.fbcdn.net/v/t15.5256-10/209175829_240064304341817_3887927521747181501_n.jpg?stp=dst-jpg_p168x128&_nc_cat=102&ccb=1-7&_nc_sid=40d385&_nc_ohc=ThZmPx9JfNsQ7kNvgGm8Khh&_nc_ht=scontent.fsdv1-2.fna&oh=00_AYAphYOWw_XtjyQlf-Ghl8SgwCG78z7hgv5Q9B7WzdLkrg&oe=66FF50F4,Link Page Post Ad,utm_source=adscale_facebook&utm_campaign=adscale_{{campaign.id}}&utm_medium=Ads&utm_campaign_name=adscale_{{campaign.name}},,v:240064291008485,,,"facebook feed, instagram stream",,,,x:922366607856109,,SHOP_NOW,[],No,https://www.facebook.com/124319427612935/posts/pfbid02Y55AHHTBVcJbDvBewXxDZj3WWdwj72asMRHEzEwANEHMtxCGq3VAjCLt6aG8bSwdl/?dco_ad_id=23848400178990177,,,No,SHOP_NOW,PLACEMENT
