id,permalink_url,views,content_category,published,privacy,post_views,live_status,length,is_crosspost_video,description,custom_labels,total_video_views,total_video_views_unique,total_video_views_autoplayed,total_video_views_clicked_to_play,total_video_views_organic,total_video_views_organic_unique,total_video_views_paid,total_video_views_paid_unique,total_video_views_sound_on,total_video_views_by_distribution_type,total_video_view_time_by_distribution_type,total_video_view_time_by_country_id,total_video_view_time_by_region_id,total_video_view_time_by_age_bucket_and_gender,total_video_play_count,total_video_consumption_rate,total_video_complete_views,total_video_complete_views_unique,total_video_complete_views_auto_played,total_video_complete_views_clicked_to_play,total_video_complete_views_organic,total_video_complete_views_organic_unique,total_video_complete_views_paid,total_video_complete_views_paid_unique,total_video_60s_excludes_shorter_views,total_video_30s_views,total_video_30s_views_unique,total_video_30s_views_auto_played,total_video_30s_views_clicked_to_play,total_video_30s_views_organic,total_video_30s_views_paid,total_video_10s_views,total_video_10s_views_unique,total_video_10s_views_auto_played,total_video_10s_views_clicked_to_play,total_video_10s_views_organic,total_video_10s_views_paid,total_video_10s_views_sound_on,total_video_15s_views,total_video_retention_graph,total_video_retention_graph_autoplayed,total_video_retention_graph_clicked_to_play,total_video_retention_graph_gender_male,total_video_retention_graph_gender_female,total_video_avg_time_watched,total_video_view_total_time,total_video_view_total_time_organic,total_video_view_total_time_paid,total_video_impressions,total_video_impressions_unique,total_video_impressions_paid_unique,total_video_impressions_paid,total_video_impressions_organic_unique,total_video_impressions_organic,total_video_impressions_viral_unique,total_video_impressions_viral,total_video_impressions_fan_unique,total_video_impressions_fan,total_video_impressions_fan_paid_unique,total_video_impressions_fan_paid,total_video_stories_by_action_type,total_video_reactions_by_type_total
558373213343669,/1114316767364027/videos/558373213343669,16,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,11.433,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
393999720473527,/1114316767364027/videos/393999720473527,21,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,11.4,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
2259172911124119,/1114316767364027/videos/2259172911124119,41,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,11.4,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
575042158718944,/1114316767364027/videos/575042158718944,159,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,11.399,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1280612560031765,/1114316767364027/videos/1280612560031765?st=7tuuQoj5fL,141,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,18.533,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
2557662211269032,/1114316767364027/videos/2557662211269032,0,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,8.7,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1541487016738499,/1114316767364027/videos/1541487016738499,21,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,12.6,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
6690662841057312,/1114316767364027/videos/6690662841057312,350,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,20.8,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
912313347467881,/1114316767364027/videos/912313347467881,319,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,9.797,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1238666574075837,/1114316767364027/videos/1238666574075837,269,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,15.0,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1504909686818232,/1114316767364027/videos/1504909686818232,249,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,5.2,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
2498720196980394,/1114316767364027/videos/2498720196980394,12,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,9.733,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1229202641734305,/1114316767364027/videos/1229202641734305,209,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,11.1,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
552604380601862,/1114316767364027/videos/552604380601862,142,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,14.1,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
883398693702077,/1114316767364027/videos/883398693702077,550,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,15.0,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1039309404359630,/1114316767364027/videos/1039309404359630,325,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,15.0,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
1982751882157778,/1114316767364027/videos/1982751882157778,35,ENTERTAINMENT,True,"{'allow': '', 'deny': '', 'description': 'Only me', 'friends': '', 'networks': '', 'value': 'SELF'}",0,,8.966,False,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{},{},{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},{}
