"Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Content views","Website content views","Checkouts Initiated","Website checkouts initiated","Adds of payment info","Website adds of payment info","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)",Purchases,"Website purchases","Date created","Date last edited",Objective,Bid,"Bid type","Reporting starts","Reporting ends",Starts
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD07_Video_T4,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD07_Video_T4,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD08_Video_T2,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD01_IMG_T2_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD02_IMG_T1_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD03_IMG_T4_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD01_IMG_T2_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD02_IMG_T1_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD08_Video_T2,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD03_IMG_T4_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD08_Video_T2,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD01_IMG_T2_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD02_IMG_T1_Black,inactive,-,,,0,0,,2,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-14,2022-01-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-14
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-01-13,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-08,CONVERSIONS,90,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-07,2022-01-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-07
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-07,2022-01-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-07,2022-01-08,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-07
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-07,2022-01-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-07
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD04_IMG_T2_Yellow,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
Catalog,not_delivering,-,,,0,0,,45,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-05-10,2020-05-13,"Catalog Sales",0,CPA,2021-09-07,2024-10-07,2020-05-10
Catalog,not_delivering,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-05-11,2020-05-13,"Catalog Sales",0,CPA,2021-09-07,2024-10-07,2020-05-11
Catalog,not_delivering,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-05-16,2020-05-16,"Catalog Sales",0,CPA,2021-09-07,2024-10-07,2020-05-16
Catalog,not_delivering,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-05-22,2020-05-22,"Catalog Sales",0,CPA,2021-09-07,2024-10-07,2020-05-22
"All Products - Catalog sales",not_delivering,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-07-02,2020-07-02,"Catalog Sales",20,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-07-02
"Mini BF 2021 mini1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-11-12,2021-11-14,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-11-12
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2022-01-05,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
