"Campaign name","Time of day (viewer's time zone)","Campaign Delivery","Attribution setting",Results,"Results [7-day click all conversions]","Result indicator",Reach,Frequency,"Cost per results","Cost per results [7-day click all conversions]","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Content views","Content views [7-day click]","Website content views","Website content views [7-day click]","Checkouts Initiated","Checkouts Initiated [7-day click]","Website checkouts initiated","Website checkouts initiated [7-day click]","Adds of payment info","Adds of payment info [7-day click]","Website adds of payment info","Website adds of payment info [7-day click]","Purchase ROAS (return on ad spend)",purchase_roas_7d_click_all_conversions:omni_purchase,"Website purchase ROAS (return on ad spend)",website_purchase_roas_7d_click_all_conversions:offsite_conversion.fb_pixel_purchase,Purchases,"Purchases [7-day click]","Website purchases","Website purchases [7-day click]","Date created","Date last edited",Objective,"Reporting starts","Reporting ends",Starts
"ins bts","06:00:00 - 06:59:59",completed,"7-day click or 1-day view",2,,actions:post_engagement,37,1,0.11,,"Using ad set budget",0,0.22,2022-05-20,37,5.945946,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-05-09,2022-05-09,Engagement,2022-05-04,2022-05-10,2022-05-09
"ins bts","05:00:00 - 05:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,3,1,0.01,,"Using ad set budget",0,0.01,2022-05-20,3,3.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-05-09,2022-05-09,Engagement,2022-05-04,2022-05-10,2022-05-09
"mothers day insta","23:00:00 - 23:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,51,1,0.265,,"Using ad set budget",0,1.06,2022-05-08,51,20.784314,4,0.265,7.843137,5,9.803922,0.212,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","22:00:00 - 22:59:59",completed,"7-day click or 1-day view",6,,actions:link_click,76,1.013158,0.23833333,,"Using ad set budget",0,1.43,2022-05-08,77,18.571429,6,0.238333,7.792208,6,7.792208,0.238333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","21:00:00 - 21:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,117,1,0.64666667,,"Using ad set budget",0,1.94,2022-05-08,117,16.581197,3,0.646667,2.564103,3,2.564103,0.646667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","20:00:00 - 20:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,99,1,0.505,,"Using ad set budget",0,2.02,2022-05-08,99,20.40404,4,0.505,4.040404,5,5.050505,0.404,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","19:00:00 - 19:59:59",completed,"7-day click or 1-day view",5,,actions:link_click,112,1,0.46,,"Using ad set budget",0,2.3,2022-05-08,112,20.535714,5,0.46,4.464286,6,5.357143,0.383333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","18:00:00 - 18:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,111,1.018018,0.60666667,,"Using ad set budget",0,1.82,2022-05-08,113,16.106195,3,0.606667,2.654867,3,2.654867,0.606667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","17:00:00 - 17:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,79,1.025316,0.3625,,"Using ad set budget",0,1.45,2022-05-08,81,17.901235,4,0.3625,4.938272,4,4.938272,0.3625,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","16:00:00 - 16:59:59",completed,"7-day click or 1-day view",5,,actions:link_click,72,1.027778,0.278,,"Using ad set budget",0,1.39,2022-05-08,74,18.783784,5,0.278,6.756757,6,8.108108,0.231667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","15:00:00 - 15:59:59",completed,"7-day click or 1-day view",7,,actions:link_click,65,1.015385,0.20714286,,"Using ad set budget",0,1.45,2022-05-08,66,21.969697,7,0.207143,10.606061,7,10.606061,0.207143,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","14:00:00 - 14:59:59",completed,"7-day click or 1-day view",2,,actions:link_click,44,1.022727,0.535,,"Using ad set budget",0,1.07,2022-05-08,45,23.777778,2,0.535,4.444444,2,4.444444,0.535,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","13:00:00 - 13:59:59",completed,"7-day click or 1-day view",2,,actions:link_click,47,1,0.52,,"Using ad set budget",0,1.04,2022-05-08,47,22.12766,2,0.52,4.255319,2,4.255319,0.52,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","12:00:00 - 12:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,61,1,0.39,,"Using ad set budget",0,1.17,2022-05-08,61,19.180328,3,0.39,4.918033,4,6.557377,0.2925,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","11:00:00 - 11:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,53,1,0.28333333,,"Using ad set budget",0,0.85,2022-05-08,53,16.037736,3,0.283333,5.660377,3,5.660377,0.283333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","10:00:00 - 10:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,56,1,0.44333333,,"Using ad set budget",0,1.33,2022-05-08,56,23.75,3,0.443333,5.357143,3,5.357143,0.443333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","09:00:00 - 09:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,53,1.018868,0.3,,"Using ad set budget",0,0.9,2022-05-08,54,16.666667,3,0.3,5.555556,4,7.407407,0.225,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","08:00:00 - 08:59:59",completed,"7-day click or 1-day view",2,,actions:link_click,59,1,0.57,,"Using ad set budget",0,1.14,2022-05-08,59,19.322034,2,0.57,3.389831,2,3.389831,0.57,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","07:00:00 - 07:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,58,1.017241,0.3175,,"Using ad set budget",0,1.27,2022-05-08,59,21.525424,4,0.3175,6.779661,3,5.084746,0.423333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","06:00:00 - 06:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,46,1,0.84,,"Using ad set budget",0,0.84,2022-05-08,46,18.26087,1,0.84,2.173913,1,2.173913,0.84,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","05:00:00 - 05:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,25,1,0.35,,"Using ad set budget",0,0.35,2022-05-08,25,14,1,0.35,4,2,8,0.175,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","04:00:00 - 04:59:59",completed,"7-day click or 1-day view",,,,17,1,,,"Using ad set budget",0,0.43,2022-05-08,17,25.294118,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","03:00:00 - 03:59:59",completed,"7-day click or 1-day view",,,,6,1,,,"Using ad set budget",0,0.11,2022-05-08,6,18.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","02:00:00 - 02:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,16,1,0.46,,"Using ad set budget",0,0.46,2022-05-08,16,28.75,1,0.46,6.25,1,6.25,0.46,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","01:00:00 - 01:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,19,1.052632,0.44,,"Using ad set budget",0,0.44,2022-05-08,20,22,1,0.44,5,1,5,0.44,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","00:00:00 - 00:59:59",completed,"7-day click or 1-day view",,,,23,1,,,"Using ad set budget",0,0.41,2022-05-08,23,17.826087,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-05-04,2022-05-10,2022-04-27
"mothers day insta","23:00:00 - 23:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,55,1,0.81,,"Using ad set budget",0,0.81,2022-05-08,55,14.727273,1,0.81,1.818182,1,1.818182,0.81,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","22:00:00 - 22:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,101,1.009901,0.445,,"Using ad set budget",0,1.78,2022-05-08,102,17.45098,4,0.445,3.921569,4,3.921569,0.445,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","21:00:00 - 21:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,150,1.013333,0.91666667,,"Using ad set budget",0,2.75,2022-05-08,152,18.092105,3,0.916667,1.973684,3,1.973684,0.916667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","20:00:00 - 20:59:59",completed,"7-day click or 1-day view",9,,actions:link_click,139,1,0.32111111,,"Using ad set budget",0,2.89,2022-05-08,139,20.791367,9,0.321111,6.47482,10,7.194245,0.289,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","19:00:00 - 19:59:59",completed,"7-day click or 1-day view",7,,actions:link_click,133,1,0.31,,"Using ad set budget",0,2.17,2022-05-08,133,16.315789,7,0.31,5.263158,8,6.015038,0.27125,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","18:00:00 - 18:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,129,1.007752,0.75666667,,"Using ad set budget",0,2.27,2022-05-08,130,17.461538,3,0.756667,2.307692,3,2.307692,0.756667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","17:00:00 - 17:59:59",completed,"7-day click or 1-day view",8,,actions:link_click,113,1.026549,0.24125,,"Using ad set budget",0,1.93,2022-05-08,116,16.637931,8,0.24125,6.896552,7,6.034483,0.275714,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","16:00:00 - 16:59:59",completed,"7-day click or 1-day view",,,,90,1,,,"Using ad set budget",0,1.24,2022-05-08,90,13.777778,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","15:00:00 - 15:59:59",completed,"7-day click or 1-day view",6,,actions:link_click,99,1,0.28166667,,"Using ad set budget",0,1.69,2022-05-08,99,17.070707,6,0.281667,6.060606,6,6.060606,0.281667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","14:00:00 - 14:59:59",completed,"7-day click or 1-day view",2,,actions:link_click,84,1,0.695,,"Using ad set budget",0,1.39,2022-05-08,84,16.547619,2,0.695,2.380952,3,3.571429,0.463333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","13:00:00 - 13:59:59",completed,"7-day click or 1-day view",10,,actions:link_click,97,1.010309,0.221,,"Using ad set budget",0,2.21,2022-05-08,98,22.55102,10,0.221,10.204082,11,11.22449,0.200909,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","12:00:00 - 12:59:59",completed,"7-day click or 1-day view",5,,actions:link_click,67,1,0.284,,"Using ad set budget",0,1.42,2022-05-08,67,21.19403,5,0.284,7.462687,5,7.462687,0.284,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","11:00:00 - 11:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,64,1,1.34,,"Using ad set budget",0,1.34,2022-05-08,64,20.9375,1,1.34,1.5625,1,1.5625,1.34,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","10:00:00 - 10:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,67,1.014925,0.335,,"Using ad set budget",0,1.34,2022-05-08,68,19.705882,4,0.335,5.882353,4,5.882353,0.335,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","09:00:00 - 09:59:59",completed,"7-day click or 1-day view",7,,actions:link_click,76,1.039474,0.22142857,,"Using ad set budget",0,1.55,2022-05-08,79,19.620253,7,0.221429,8.860759,8,10.126582,0.19375,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","08:00:00 - 08:59:59",completed,"7-day click or 1-day view",3,,actions:link_click,80,1.025,0.58333333,,"Using ad set budget",0,1.75,2022-05-08,82,21.341463,3,0.583333,3.658537,3,3.658537,0.583333,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","07:00:00 - 07:59:59",completed,"7-day click or 1-day view",5,,actions:link_click,82,1,0.302,,"Using ad set budget",0,1.51,2022-05-08,82,18.414634,5,0.302,6.097561,6,7.317073,0.251667,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","06:00:00 - 06:59:59",completed,"7-day click or 1-day view",4,,actions:link_click,47,1,0.2375,,"Using ad set budget",0,0.95,2022-05-08,47,20.212766,4,0.2375,8.510638,5,10.638298,0.19,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","05:00:00 - 05:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,25,1.04,0.62,,"Using ad set budget",0,0.62,2022-05-08,26,23.846154,1,0.62,3.846154,1,3.846154,0.62,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","04:00:00 - 04:59:59",completed,"7-day click or 1-day view",,,,11,1,,,"Using ad set budget",0,0.23,2022-05-08,11,20.909091,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","03:00:00 - 03:59:59",completed,"7-day click or 1-day view",,,,4,1,,,"Using ad set budget",0,0.09,2022-05-08,4,22.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","02:00:00 - 02:59:59",completed,"7-day click or 1-day view",,,,8,1,,,"Using ad set budget",0,0.05,2022-05-08,8,6.25,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","01:00:00 - 01:59:59",completed,"7-day click or 1-day view",2,,actions:link_click,14,1,0.23,,"Using ad set budget",0,0.46,2022-05-08,14,32.857143,2,0.23,14.285714,2,14.285714,0.23,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"mothers day insta","00:00:00 - 00:59:59",completed,"7-day click or 1-day view",1,,actions:link_click,29,1,0.89,,"Using ad set budget",0,0.89,2022-05-08,29,30.689655,1,0.89,3.448276,1,3.448276,0.89,,,,,,,,,,,,,,,,,,,,,,2022-04-27,2022-04-27,Traffic,2022-04-27,2022-05-03,2022-04-27
"ins audrey","23:00:00 - 23:59:59",completed,"7-day click or 1-day view",3,,actions:post_engagement,10,1,0.09333333,,"Using ad set budget",0,0.28,2022-04-14,10,28,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","22:00:00 - 22:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,6,1,0.09,,"Using ad set budget",0,0.09,2022-04-14,6,15,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","21:00:00 - 21:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,12,1,0.27,,"Using ad set budget",0,0.27,2022-04-14,12,22.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","20:00:00 - 20:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,9,1,0.21,,"Using ad set budget",0,0.21,2022-04-14,9,23.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","19:00:00 - 19:59:59",completed,"7-day click or 1-day view",2,,actions:post_engagement,11,1,0.15,,"Using ad set budget",0,0.3,2022-04-14,11,27.272727,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","18:00:00 - 18:59:59",completed,"7-day click or 1-day view",,,,12,1,,,"Using ad set budget",0,0.4,2022-04-14,12,33.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","17:00:00 - 17:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,5,1,0.14,,"Using ad set budget",0,0.14,2022-04-14,5,28,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","16:00:00 - 16:59:59",completed,"7-day click or 1-day view",2,,actions:post_engagement,11,1,0.115,,"Using ad set budget",0,0.23,2022-04-14,11,20.909091,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","15:00:00 - 15:59:59",completed,"7-day click or 1-day view",,,,3,1,,,"Using ad set budget",0,0.06,2022-04-14,3,20,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","14:00:00 - 14:59:59",completed,"7-day click or 1-day view",,,,4,1,,,"Using ad set budget",0,0.12,2022-04-14,4,30,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","13:00:00 - 13:59:59",completed,"7-day click or 1-day view",,,,4,1,,,"Using ad set budget",0,0.1,2022-04-14,4,25,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","12:00:00 - 12:59:59",completed,"7-day click or 1-day view",2,,actions:post_engagement,8,1,0.075,,"Using ad set budget",0,0.15,2022-04-14,8,18.75,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","11:00:00 - 11:59:59",completed,"7-day click or 1-day view",2,,actions:post_engagement,13,1,0.065,,"Using ad set budget",0,0.13,2022-04-14,13,10,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","10:00:00 - 10:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,4,1,0.03,,"Using ad set budget",0,0.03,2022-04-14,4,7.5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","09:00:00 - 09:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,2,1,0.06,,"Using ad set budget",0,0.06,2022-04-14,2,30,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","08:00:00 - 08:59:59",completed,"7-day click or 1-day view",,,,9,1,,,"Using ad set budget",0,0.21,2022-04-14,9,23.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","07:00:00 - 07:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,6,1,0.15,,"Using ad set budget",0,0.15,2022-04-14,6,25,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","06:00:00 - 06:59:59",completed,"7-day click or 1-day view",,,,4,1,,,"Using ad set budget",0,0.02,2022-04-14,4,5,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","05:00:00 - 05:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,2,1,0.02,,"Using ad set budget",0,0.02,2022-04-14,2,10,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","04:00:00 - 04:59:59",completed,"7-day click or 1-day view",,,,3,1,,,"Using ad set budget",0,0.04,2022-04-14,3,13.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","03:00:00 - 03:59:59",completed,"7-day click or 1-day view",,,,1,1,,,"Using ad set budget",0,0,2022-04-14,1,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","02:00:00 - 02:59:59",completed,"7-day click or 1-day view",,,,1,1,,,"Using ad set budget",0,0,2022-04-14,1,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","01:00:00 - 01:59:59",completed,"7-day click or 1-day view",1,,actions:post_engagement,1,1,0.11,,"Using ad set budget",0,0.11,2022-04-14,1,110,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","00:00:00 - 00:59:59",completed,"7-day click or 1-day view",,,,4,1,,,"Using ad set budget",0,0.1,2022-04-14,4,25,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-13,2022-04-19,2022-04-05
"ins audrey","23:00:00 - 23:59:59",completed,"7-day click or 1-day view",5,,actions:post_engagement,24,1.083333,0.104,,"Using ad set budget",0,0.52,2022-04-14,26,20,,,,1,3.846154,0.52,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","22:00:00 - 22:59:59",completed,"7-day click or 1-day view",6,,actions:post_engagement,34,1,0.10166667,,"Using ad set budget",0,0.61,2022-04-14,34,17.941176,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","21:00:00 - 21:59:59",completed,"7-day click or 1-day view",6,,actions:post_engagement,38,1,0.14333333,,"Using ad set budget",0,0.86,2022-04-14,38,22.631579,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","20:00:00 - 20:59:59",completed,"7-day click or 1-day view",7,,actions:post_engagement,41,1.02439,0.17571429,,"Using ad set budget",0,1.23,2022-04-14,42,29.285714,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","19:00:00 - 19:59:59",completed,"7-day click or 1-day view",7,,actions:post_engagement,54,1.018519,0.18285714,,"Using ad set budget",0,1.28,2022-04-14,55,23.272727,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","18:00:00 - 18:59:59",completed,"7-day click or 1-day view",4,,actions:post_engagement,63,1.015873,0.3625,,"Using ad set budget",0,1.45,2022-04-14,64,22.65625,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","17:00:00 - 17:59:59",completed,"7-day click or 1-day view",5,,actions:post_engagement,28,1.035714,0.124,,"Using ad set budget",0,0.62,2022-04-14,29,21.37931,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","16:00:00 - 16:59:59",completed,"7-day click or 1-day view",7,,actions:post_engagement,45,1.044444,0.15,,"Using ad set budget",0,1.05,2022-04-14,47,22.340426,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","15:00:00 - 15:59:59",completed,"7-day click or 1-day view",7,,actions:post_engagement,43,1.046512,0.16285714,,"Using ad set budget",0,1.14,2022-04-14,45,25.333333,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
"ins audrey","14:00:00 - 14:59:59",completed,"7-day click or 1-day view",7,,actions:post_engagement,23,1.043478,0.12142857,,"Using ad set budget",0,0.85,2022-04-14,24,35.416667,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,2022-04-05,2022-04-05,Engagement,2022-04-06,2022-04-12,2022-04-05
